text,label
"I’m writing this review to warn others…I’m writing this review to warn others about a very misleading and disappointing experience. I booked a flight + hotel package through Expedia, assuming that the flights and hotel would be compatible. After booking, the hotel emailed me to say their check-in closes at 5 PM—which is shocking for any property, especially one being sold as part of an evening-arrival package. My flight, which Expedia paired with this hotel, wasn’t scheduled to land until 8 PM, making it impossible to arrive in time.Because of this, I had no choice but to cancel. While the hotel’s policy may have been technically “clear,” it is completely unreasonable for a hotel to participate in package deals while enforcing a check-in time earlier than most people’s workday even ends. A hotel offering check-in only until 5 PM should be upfront about this before purchase—not after the booking is completed.Expedia attempted to contact the hotel on my behalf for a refund, but the hotel refused to provide any accommodation, flexibility, or even basic understanding of the situation. Their stance felt rigid and customer-unfriendly, especially given that the timing issue was not caused by me.To add insult to injury, I’m a Platinum Expedia member, yet because the hotel was cancelled (without refund), I’m also denied Expedia points, even though I still paid the fees.Between Expedia selling an incompatible package and the hotel refusing to work with guests who physically can’t meet their unusual check-in window, the entire situation feels scammy and unfair. If you’re considering booking this hotel—or any package with Expedia—be extremely cautious.November 23, 2025Unprompted review",0
"My Bangkok to Chiang-Mai flight was…non existentMy Bangkok to Chiang-Mai flight was never booked and Bangok Air couldn't get me on a flight.  This caused me all kinds of problems and customer service at Expedia was zero help and frankly rude.  I've used Expedia before but never again.  The agent, I spoke to was no help and when customers are left to solve their own issues when it was Expedia who is at fault then why use them at all.November 6, 2025Unprompted review",0
"Just Like the MafiaUse these people and you will lose money, not save it.   You have to sort through all the airlines' policies and ignore their statements to know what is refundable.  Typical scenario:  Round-trip airline flight and a hotel.  You print the itinerary and there it is all laid out on one page in columnar format.  At the top of the page it says, ""No fee if cancelled before December 9"".  That's the hotel.  It's up to you to know the airlines' policy which has nothing to do with their statement.  Yeah, just like the hotel has their own policy.  Which doesn't apply because you're going through Expedia.  But the airlines' policy DOES apply.  I just lost $500 with their doing that.Also, they're an online, software based travel integrator.  The software is typical IT fraud that does not ever work right.  #1 sin for a business like that, they have very poor integration with what they offer.  If you book a fully refundable room, then decide to cancel within the grace period...you can't!  The hotel cannot do it and you have to do it through Expedia.  I had a room at a hotel that was willing to give me a refund on a fully refundable room as my wife had become ill at the last second and I couldn't call until the next day- but they couldn't because it was booked through Expedia.  They said I had to work with them, they could call the hotel, everything was fine with them about the refund.  Good luck trying to get that done with Expedia.  Bottom line, Expedia tells you to call the hotel.  ""Oh, we can't make changes with Spirit Airlines.  You have to call them yourself"" (why am I using this in the first place...)  OK.  They don't have a phone number.  The vitual assistant is total crap.  So you jump through hoops to cancel with Spirit, and Expedia still shows you're booked.  I was able to dig up a phone number (800-319-4834) and ask to have the data fixed.  ""Oh, Spirit won't let us do that"".  I'll fix that; I'll delete the account.  ""Oh, you can't delete the account because you haven't completed your trip"".  Talked to a real person.  ""Yeah I don't see anyway to clear the cancelled reservation.  You'll have to wait until the completed trip would be complete, then delete it.""  This is like doing business with the mafia.  You're going to pay more than you expected and you can't get out.November 23, 2025Unprompted review",0
"Expedia Sucks hind tit!I booked three excursions before leaving the US to travel to Morocco and they were all confirmed and paid for.To my cinsternation, I was not contacted by the tour operators about pickup and other details for my tours. I checked the details of my Expedia bookings and did not find any contact details. Contacted Expedia and all they offered were pitiful apologies every two seconds.  Spent half hour on the phone,  incurring long distance calls from Morocco only to be offered apologies and how they can't contact the your operators! This company needs to be investigated and punished in some way for their treatment of customers who depend on them for their travels abroad...better to use Booking.com or Viator.November 23, 2025Unprompted review",0
"Service Quality Has Declined SignificantlyI’ve been a loyal Expedia customer for over 10 years and have spent thousands of dollars booking flights and hotels through them. Unfortunately, my recent experiences have made me lose all trust in their customer service.Anytime I cancel a flight and receive travel credit, using that credit later becomes almost impossible. When I tried to rebook my flight for new dates, I was passed from agent to agent, kept on hold for hours, and still got nowhere. I had to give up and try again on another day.The next agent told me there were “no seats available” for the date I wanted. But when I checked on Booking.com, I was able to secure two seats immediately for that exact same day. This wasn’t the first time an Expedia agent gave me information that turned out to be untrue, and it honestly feels like they just didn’t want me to use my travel credits.This has happened more than once, and after years of loyalty, I’m extremely disappointed. I no longer feel that Expedia values their long-term customers or provides honest, helpful support.At this point, Booking.com has been far more reliable — and I’ll be using them going forward.November 10, 2025Unprompted review",0
"Not the best experience when i wanted…Not the best experience when i wanted to update my flight dates!September 9, 2025Unprompted review",2
"Very disappointing customer service…Very disappointing customer service from Expedia despite being a loyal member for years.I have used Expedia for more than seven years, spending over $15,000 USD on hotel bookings and travel. I always trusted their policies and support — until this trip.On November 20, I traveled by road with my family from Qatar to Dammam and booked two hotel rooms through Expedia. Due to a mistake while booking on the road, the reservation date appeared as November 26–27 instead of November 20–21.I immediately contacted Expedia on the same day. I was told it would be handled within 24–48 hours. During this waiting period, I stayed in the same hotel for three nights, paying separately through cash, Agoda, and Expedia, spending over $1,200 USD with the property while waiting for Expedia to solve the issue.I spent hours on calls and chats with multiple agents. Each time I was told to wait, and that a solution would be arranged by the hotel. After several days, the final response was:“The booking is non-refundable and non-changeable due to strict hotel rules.”I did not request a refund.I only asked to modify the date of a night that was never used, while I was a guest already staying and paying at the same hotel.Instead of protecting a loyal customer, Expedia kept sending me back and forth between the hotel and customer service, wasting my time for days and then hiding behind “policy.”Policies should prevent fraud, not punish loyal customers who prove they are honest and already paying more to the same hotel. Expedia’s role should be to support and protect us, not simply repeat the hotel’s refusal.This experience broke my trust in Expedia. Loyalty and thousands of dollars spent should mean something. I hope management reviews how such cases are handled, because losing loyal customers over a single unused modifying-night is simply bad business.November 22, 2025Unprompted review",0
"Indian scam company Unfortunately had to reschedule my flight because of sickness, and got scammed by Expedia. I had refundable premium select tickets (shout out to Delta for saving my ahh), but when I called Expedia to reschedule they wanted me to pay about 250 USD to keep my class. What ended up happening was they downgraded me, ghosted me in my language, and refered me to Indians that pretended they weren't Indians. Then they started sending me unofficial emails about paying 2500 USD to upgrade me back. I had to reschedule again through Delta for free, after 15 failed calls to Expedia.I tried reporting them to my country's financial fraud department, but the case was closed immediately because I only got scammed for 250 USD, they get so many calls about Expedia, they couldn't be bothered by mine. Apparently even they aren't able to contact Expedia without a reservation, and if they do get through they are immediately put on indefinite hold in India, which costs a lot with international roaming fees. I'm definitely doing more research next time I order.November 6, 2025Unprompted review",0
"Reservation missingI booked two rooms for two nights in Charleston, SC.  When I checked in the hotel said they had only one reservation for two nights.  I gave that to the people who were coming in from Chicago.  i asked the hotel if I could book another room for the two nights.  They only had one room for the first night we were staying there.  I took it at a rate that was about $100 more than the original reservation price.  Then I had to find another hotel for the second night.  I found one very near the first hotel and booked it.  The price was over $400 more than my original reservation.  When I asked Expedia to compensate me for the difference between the original booked price and what I actually incurred, they said no.  Bottom line: make a copy of your reservation details, take it with you and then GOOK LUCK!  November 12, 2025Unprompted review",0
"Expedia scamI reserved a room, paid for it, and canceled this room through Expedia.  In the event I needed to cancel I bought the travel insurance through your site.I canceled for legitimate reasons well in advance of the arrival date.  My experience:No refund from ExpediaNo coverage through the travel insurance you referred to meMy mistake, I should have booked the room through their website.  I could have canceled up to 6:00 of the arrival date and received a full refund.This is a totally unacceptable outcome.  I will use your reply to inform myself and share with others that there is no need to use Expedia for booking a room.  If you have to cancel, they will keep your money, cancel the room with the hotel and walk away with the proceeds.  The insurance coverage is a scam.  Be wise, collect the information you need and then book your lodging directly without going through Expedia.Jerry L. O'ConnorLegislative Assembly RepresentativeState of WisconsinOctober 23, 2025Unprompted review",0
"Left stressed and exhausted Booked a room for a friend who was at the hotel desk in Manchester, he only had cash on him which the hotel does not except, there was rooms available so I booked a room for him through Expedia who the lady at reception recommended costing £425 for two nights before his holiday, I accidentally put in the wrong dates, easy mistake to make, within 20 minutes all the rooms had been booked and I was refused a refund, I was told I could book into another hotel owned by the same company but would have to pay again as it was hotel policy. Within an hour of dealing with this joke of a company I was £425 out of pocket and my friend was left stranded at the airport hotel. I feel angry having to give them 1 starNovember 21, 2025Unprompted review",0
"Hard to get refunds on hotel and air farei booked for both flight and hotel at Expedia, but i had to cancel my trip due to visa issue.   I cancelled 24 hour ahead, i was told that i would not get any refund for my air tickets.  For my hotel, i was told that they would issue refunds within 5-10 days, but i have not received yet, after 3 weeks.  Such a terrible experiences!November 5, 2025Unprompted review",0
"Unethical false review ratingsI booked two family members who were traveling down from Ohio two separate rooms based on ""good"" reviews from Expedia.  When they arrived after driving all day from Ohio, I was informed that they found bedbugs in the corner of the mattress and both rooms smelled of mildew.  The second room had a bare light switch exposed in the bathroom, and the toilet would not flush.  After speaking with the front desk, my family members were told they would be refunded, since they were not comfortable staying there and had to go to a different hotel up the street.  My brother was told the refund would appear in a couple of days.  No refund was ever issued.  Expedia was no help and said the property refused to refund the rooms.  $800 wasted because this hotel refused a refund on rooms that are not inhabitable.  Disgusting and unethical.  Why is Expedia showing GOOD reviews on this hotel, and not honoring a refund?November 10, 2025Unprompted review",0
"What a shamblesWhat a shambles! Prices declared at purchase weren’t the prices I paid. The customer service following that has been an absolute fast, with about 12 different people sending me emailing totally not getting the point and going around the houses. I will never be using them again … shocking. November 3, 2025Unprompted review",0
"Be very carefulBe very careful. I found Expedia's prices to be significantly higher than other major booking sites for the same hotels or even hotels themselves. I was overcharged almost 100%. Always compare prices directly with the hotel and other providers before you book here.November 20, 2025Unprompted review",0
"I am extremely disappointed with both…I am extremely disappointed with both Expedia and Sixt, and I feel obligated to warn other customers about what happened to me.I booked a rental car through Expedia, paid $392.81, and traveled using Uber (over $100 spent) to pick up the vehicle at Sixt’s office at Philadelphia International Airport (3601 Island Ave). When I arrived, Sixt refused to accept my credit card, even though the same card worked perfectly on Expedia during payment. They offered no help, no alternative solution, and no refund on the spot.Because of this refusal:	•	My money was held for 7 business days, leaving me with no access to funds.	•	I lost the job shift I was scheduled to work, which was supposed to pay me $200.	•	I had no transportation to return home except more expensive Uber rides.	•	I was left stranded with no income and no food, completely due to their failure.What makes this worse is the lack of responsibility:Expedia blames Sixt, and Sixt blames Expedia, while the customer suffers in the middle.Sixt’s staff showed zero empathy, despite the fact that I had already paid and traveled a long distance to their office. I was simply dismissed even after explaining my situation.This experience has caused me:	•	Financial loss	•	Stress and wasted time	•	Work income loss	•	Transportation problems	•	A week-long hold on my money when I needed it the mostNo customer deserves to go through this.I will never book with Expedia or Sixt again, and I strongly advise others to be extremely careful before trusting these companies. Their lack of coordination and customer support can leave you stranded and financially stuck, just like it happened to me.November 15, 2025Unprompted review",0
"FLIGHT PRICE SCAM-  BEWARE!!!!!WAs booking return trip LHR to BAri through SkyscannerBest price was £198 which directed me to expedia siteWent through all steps up to payment and price held at £198 with no mention at all of any taxes or surcharges. NOT until I had authorised payment and invoice received did I realise I was charged £570.15 , nearly triple price I thought I was paying. Went to their virtual agent to complain immediately who seemed sincere and helpful.  Awaiting full refund. November 19, 2025Unprompted review",0
"BEWARE: Scam: Expedia One Key Credit Card (Wells Fargo) I signed up for the expedia one key credit card. The offer was $400 in rewards after 3 months if you spent 1000. I spent over 1800 and they did not issue my rewards. I called multiple times and each time was given a different story from its coming to we don't have a record of you signing up for it (even though I sent them a copy of the offer) to we'll open up a complaint and get back to you which they did. I still haven't heard back. The reward was due in July. Finally I just gave up and closed my account. They are not trustworthy. Ive never had this happen before. Stay awayJuly 16, 2025Unprompted review",0
"SCAM ALERT USING EXPEDIAI booked a car rental through Expedia at a company named ""Zoom"" in Miami. When I arrived they stated they do not do ""same day"" pick ups but they won't refund my money. They even went as far to state I was a ""no show"" although I provided proof that I took a Lyft to this location. BUYER BEWARE!!!!November 12, 2025Unprompted review",0
"Refuse to refund meI booked a hotel for a total of $731. Not even 48 hours later, I see the price dropped to $665 ON THEIR OWN WEBSITE! I emailed asking for the difference to be refunded and they are refusing. They keep telling me it's not valid even after I sent screenshots to them.November 18, 2025Unprompted review",0
"False advertising of priceFalse advertising of price. Will pass on to relevant authorites.November 19, 2025Unprompted review",0
"Expedia Expedia , is not good to change flights .Only here to get money when you want to change .If you booked there change directly with airlines .They are not able to change ticket at fair price Poor service customer November 18, 2025Unprompted review",0
"Price increase of $1700 in 6 minutes and even their agents couldn't book it for meI was quoted $1444 for each ticket and when I put in my credit card information it changed to $1776 (about 4 minutes later) then I tried at that price and it went up again $1997.I tried tgo buy at that price and it went up again so a total increase of $1700 per ticket in about 6 minutes. I tried speaking to Expedia directly and they could not book it at any price for me and told me to call the airlines and get a flight that way!November 18, 2025Unprompted review",0
"If you want to take a risk and book…If you want to take a risk and book through expedia, go for it. Try getting a refund for a flight canceled by the airline. You will have to jump through hoops.Not a guarantee either.I spent 37 minutes on chat, given a reference number for my ""case"" and am waiting for contact to verify.Advice: DO NOT BOOK THROOUGH EXPEDIA.GO THRU YOUR AIRLINE!!!!!November 18, 2025Unprompted review",0
"Serious data-sharing and brand-damaging by Expedia that every hotelier should be aware ofI am posting this review to warn other hoteliers about practices that can seriously damage your brand without your knowledge.We recently discovered that Expedia Private Label Solutions was sharing our property listings, photos, data and even room descriptions with unverified third-party websites that we had never heard of and never authorized.Two of these websites were:• VaudHotels – which displays photos of rooms that do not even exist in our property, cannot be contacted, and has no legal information available anywhere online• HotelsOne.com – whose management confirmed in writing that they receive our listings directly from Expedia Private Label SolutionsBoth of these websites have already been reported to the Swiss authorities, and I am prepared to do the same with Expedia if this continues.The most concerning part is that when I asked Expedia for the full list of OTA partners, affiliates, and resellers who receive our data, they refused to provide it.This means that there are certainly more websites out there using our name, our rooms, our prices, and our photos without our authorization – and Expedia will not tell us who they are.This raises serious issues:• Damage to brand image and reputation• Incorrect prices and misleading information published without your knowledge• Non-existent room types circulating on the internet under your name• Guests unable to reach these “partners,” blaming the hotel instead• Lack of transparency by Expedia despite repeated written requestsExpedia is the only OTA with which we have ever experienced such chaos and lack of transparency.We work with many other channels and have never encountered anything comparable.If you are a hotelier, check where your listings are appearing.Your property may be published on dozens of unauthorized websites through Expedia’s private-label distribution chain, without your consent and without your knowledge.This type of data dispersion is not only unprofessional – it is potentially unlawful.Proceed with extreme caution.The GMNovember 18, 2025Unprompted review",0
"*** BEWARE - Misleading Booking ****** BEWARE - Booking misleading ***Only booked one hotel in Japan - thank God- with these clowns.Three times during the reservation process, the words ""You will not be charged yet"" appeared.Well guess what - we reserved 2 nights at $580 and the next day it was charged to our CC.Not happy at all considering we're not going til early next year.What if we'd booked the whole trip under the FALSE PRETENCES that nothing to pay yet, and the next day $3000 hit the CC.Their online chat was disgraceful and didn't give a rats.We've had no issues booking the rest through Booking.com, and payments not coming out til a week before we stay.November 16, 2025Unprompted review",0
"I have been very annoyed using ExpediaI have been very annoyed using Expedia. After booking, there is a delay in getting confirmation and when I contact support, they give me a confused answer. I ended up having trouble because the hotel and flight information was not updated properly. The experience was not good at all.November 14, 2025Unprompted review",0
"I am writing regarding my request to…I am writing regarding my request to change my hotel stay from March 6, 2026 to March 7, 2026.The hotel has already confirmed that they approve this date change with absolutely no additional costs, fees, or penalties.However, when I spoke with an Expedia representative this morning, I was told that Expedia would charge me $290 to make this change — even though my original room cost was only $209.55. This is completely unacceptable. The hotel is charging nothing, so Expedia should also be charging nothing. There is no cost, no loss, and no inconvenience to Expedia. The cost was waived by the Hotel and Expedia is trying to cheat and take advantage of their customers. It’s really a disgrace!This is unreasonable and unfair, and it reflects very poorly on Expedia. This will be the basis of my public review, because customers deserve transparency and fair treatment.November 16, 2025Unprompted review",0
"Top of the line worst travel companyVery bad experience with this company. They mixed up my name, rebook another flight, then charged with a higher price. Absolutely nightmare to deal with customer service waiting for days regarding updates with flight rebooking and refund. Don’t make the same mistake. Go straight to airline company in booking flights, it will be much easier to deal with them instead of this useless Expedia company.November 17, 2025Unprompted review",0
"I booked a “hotel + car included” dealI booked a “hotel + car included” deal, but the hotel price went up and the car was not truly included. FOX charged mandatory fees at pickup that were never explained during booking.It’s better to book your hotel and rental car separately to avoid surprises.The package makes you believe the car cost is covered, but you still end up paying almost everything at pickup. It’s also inconvenient because FOX is outside the airport, so you have to take the MIA Mover and then wait for a shuttle.November 14, 2025Unprompted review",2
"Really awful serviceReally awful service. No emails from them since end of August. We fly mid November - up to the departure date itself have received no emails from them about the pre flight support. Forget the online chat, they just drop out all the time. Start you from scratch constantly. Trying to call them is a joke, prepare to enter the long itinerary number several times each call while it lies and tells you that doesn't exist (no, its not me doing a typo), then they will take 90 mins to solve a problem, then it cuts off automatically. They cannot call you back, the phone will not ring. It just goes straight to voicemail and they don't leave one. They won't follow up with information in the email, it just starts you again in the loop from square one to complain to the floor again. Cancelling the flights due to awful lack of basic service and how difficult it is to make and maintain any contact with them. They don't understand your complaint and spend hours investigating the wrong issue. Only threatening to talk to the commerce commission got them to seek other answers, even then, still gets auto cut off and you ring back to start from scratch again. So, maybe its a little cheaper... but so very much not worth your time. Just go straight through your airline or use a local travel agent. I have been on this complaint for 5 hours now. what a waste of time. November 16, 2025Unprompted review",0
"Will never use Expedia again to book a…Will never use Expedia again to book a hotel. Paid over $200 for a room in Cincinnati, and they wouldn’t fix their misleading advertisement for the room with the hotel. They wanted me to fix t instead. $50 to book another room in the future… just hilarious November 15, 2025Unprompted review",0
"I am very disappointed with my recent…I am very disappointed with my recent experience using Expedia. They listed two different hotels on their website with almost the same name, and while booking a package, I accidentally selected the wrong hotel. I noticed the mistake immediately and called Expedia right away to cancel it. They cancelled the booking, and I rebooked the correct hotel.However, despite this being a genuine mistake caused by confusing hotel names on their website, Expedia refused to recognize my new reservation as part of a package. As a result, I lost the package discount I originally had. This is extremely frustrating and feels unfair, especially since I contacted them immediately and followed their instructions.Overall, Expedia’s lack of flexibility and support in a situation caused by their own confusing listings has left me very dissatisfied. I will reconsider using their platform in the future.November 15, 2025Unprompted review",0
"Utterly terrible business and customer serviceBeen talking to 4 customer service including 1 in escalation line, total adding more than 5 hours so far - still waiting. Same experience from them all - do not care about customer and keeps lying.It is very frustrating to deal with the customer service. They are not helpful at all and most of the time useless. 3 calls last 3 hours more. 1) First call, they asked me to pay for the change of the ticket by using USD, and I need to bear the exchange transaction fee, 2) 2nd call they changed the flight to a wrong time, and asked me to pay again if I want to change to the the correct time because the airline is going to charge them. This customer service pretended the signal is cut off and hung up on me. 3) 3rd call they told me it takes a few days to get this sorted between Expedia and British Airway to see who is responsible for the wrong flight time. 4) escalation line. The customer service keeps saying I need to hold for a few more minutes. I am still waiting, for 2 hours 56 mins so far. Utterly poor and unbearable service -  I am the customer being penalized.November 14, 2025Unprompted review",0
"False Booking InformationExpedia allow their properties to falsely advertise as a “payment at property”, I booked a hotel for a trip away at Christmas and was shocked when they tried to take payment 3 months before. I cancelled and rebooked another, thinking it was just the hotel. The second booking also did this, and when confronting Expedia I was met with AI responses and copy and paste paragraphs about how their “vendors” did this to protect themselves for cancellations. I booked the property advertised as free cancellation up until the day before, and payment at property upon arrival. They ignored my questions about their acknowledgement in the false advertisements and continued to tell me it was for cancellation purposes. Perhaps don’t allow a payment at property with free cancellation option if you’re not going to honour it. A shame as I’ve used this company for years, but definitely won’t be using again. November 14, 2025Unprompted review",0
"Just like AirBnb No accountability No fixesJust like AirBnb, Expedia has farmed out its customer service overseas. There is no accountability and no solutions to bait and switch tactics. Just plan on arriving to your resort and getting a totally different room setup than you paid for. Plus, as you are not buying directly from the resort,  you will get the older, dirtier and smellier units. Expedias solution and compensation to any problem is to give you a small pittance of One Key Cash, which you can use to purchase another sub-optimal accommodation from their site ONLY!.  Stopped using AirBNB 2 years ago for the exact same reason.  Vote NO with your wallet to using Expedia. November 13, 2025Unprompted review",0
"Good work expedia for being a crap…Good work expedia for being a crap partner. How hard is it too give me MY money. You have taken your commission but make it a convaluted and stupid way for me to get mine.November 13, 2025Unprompted review",0
"A national emergency in US airspace prevented prepaid hotel accomodationsI had booked and prepaid a two-night stay at The Relais Henley in Henley on Thames through Expedia as part of an 18-day itinerary that included all flights, hotels, and activities. I did not have insurance on the hotel stay. The Relais Henley itself was charming, and my modern king river-view room with half-board was excellent, though guests should be aware of the step coming out of the shower.The issue arose because my travel dates coincided with the US government shutdown. Following the shutdown, the head of the FAA announced the cancellation of approximately 10 percent of flights across the United States, creating what was effectively a national emergency in US airspace. My American Airlines flight to London Heathrow was one of those canceled. Fortunately, American Airlines rebooked my otherwise non-refundable flight for the following day at no charge because the disruption was directly tied to that emergency.Immediately after the cancellation, I called Expedia to alert them that I would arrive in the UK a full day late and would not be able to use the first night of my prepaid reservation at The Relais Henley. I requested an exception or refund for that missed night given the extraordinary circumstances.After lengthy explanations and time on hold, the Expedia agent told me that the decision rested with the hotel’s manager. He said he had already contacted the hotel, that the manager would not be in until the next morning, and that Expedia would update me the following day.  When I called again the next morning, I was told not to worry and that I should simply check in for my second night. I was told that speaking with the manager directly at check-in would resolve the matter.When I arrived at the hotel, the manager was not available. I was told I could speak with him the next morning. After several attempts, I finally reached him, only to be told that the refund decision was entirely up to Expedia. According to the manager, commissions had already been paid to Expedia, and there was nothing the hotel could do.Given the circumstances —a government-induced national aviation disruption, an unavoidable flight cancellation, and conflicting guidance between Expedia and the hotel — I would have expected Expedia to show more flexibility and accountability. This situation was clearly outside my control, and the inconsistent communication made a difficult travel disruption even more frustrating.November 11, 2025Unprompted review",0
"Car Rental ScamBooked a car through Expedia with Priceless Car Rental in Tampa — total scam. When I arrived, the company refused to release the car unless I bought their insurance, even though I had full coverage. Expedia refused to help or issue a refund, simply repeating the rental company’s bogus policy that was never disclosed at booking.Expedia clearly doesn’t vet or hold their partners accountable, and they leave customers on their own when a supplier behaves dishonestly. Beware — booking through Expedia offers no real protection when their vendors break the rules.November 8, 2025Unprompted review",0
"Piece of crap this company is full of…Piece of crap this company is full of scams all they do is rob your moneyNovember 5, 2025Unprompted review",0
"🚫 Disappointed with Expedia & SIXTI booked a “Full-Size SUV” advertised to fit 4 suitcases—but it only fit 2. This forced us to rent a second car and take an Uber to the airport, costing over €400 in unexpected expenses.Despite photos, receipts, and multiple follow-ups, neither Sixt nor Expedia has taken responsibility or offered any support. As a loyal traveler, this was incredibly frustrating and disappointing.A warning to fellow travelers: double-check what you're booking—because if it goes wrong, you're on your own......NO SUPPORT FROM EXPEDIA#CustomerExperience #Sixt #Expedia #TravelWarning #DoBetterJuly 19, 2025Unprompted review",0
"They wouldn’t refund me for the hotel…They wouldn’t refund me for the hotel even though I got very sick. They lied and said it’s the hotel but the hotel said Expedia is keeping the money. They are lying. I used to like Expedia now I wouldn’t ever use them and my family either. They are lying thieves November 6, 2025Unprompted review",0
"We booked a one-way car rental from…We booked a one-way car rental from Belém to Salvador (Brazil) through Expedia, and nowhere during the booking process did it mention that there would be a substantial extra fee for the one-way drop-off.When we arrived at the car rental counter (Unidad, acting for Avis), we were told we had to pay a large additional amount. Had we known about this fee, we would never have booked this car, but by then we already had hotels reserved along the route and had no choice but to proceed.Expedia tried to contact the car rental company on our behalf but could not get the fee waived. Still, the problem was caused by Expedia’s lack of transparency — the extra cost should have been clearly shown before booking.Very disappointing experience, especially since we usually check all details carefully. Future travelers should be aware that one-way rental fees may not be displayed upfront on Expedia.October 17, 2025Unprompted review",0
